group	xmin	xmax
1	-16.3942310876704	-8.17686059058877
2	-8.17686059058877	-7.88501259451643
3	-7.88501259451643	-7.6759829731619
4	-6.72618703934244	-5.47188930142134
5	-5.47188930142134	-5.424666474708
6	-5.424666474708	-5.41269659018365
7	-5.424666474708	-5.41269659018365
8	-5.32693216472384	-4.6998809305228
9	-4.6998809305228	-4.6658047853238
10	-4.6658047853238	-4.49556064055451
11	-4.04749168885117	-4.00196531860193
12	-3.98373780853313	-3.82051159680822
13	-3.82051159680822	-3.77670988748067
14	-3.64312216407598	-3.58627695169502
15	-3.58410866449271	-3.53981401996216
16	-3.50555537980481	-3.48675839312149
17	-3.48675839312149	-3.44528469527858
18	-3.44528469527858	-3.42239317911219
19	-3.42239317911219	-3.41603226255135
20	-3.41603226255135	-3.30842481635057
21	-3.30842481635057	-3.0766266345373
22	-3.30842481635057	-3.0766266345373
23	-3.0766266345373	-2.94748732058826
24	-2.94748732058826	-2.82155077362401
25	-2.80923887491524	-2.80317082588116
26	-2.80317082588116	-2.78002623497935
27	-2.73956015068181	-2.73920093153765
28	-2.73920093153765	-2.67389057101166
29	-2.67389057101166	-2.551133472428
30	-2.53768058157644	-2.47198931844273
31	-2.47198931844273	-2.41968838782307
32	-2.39028605446969	-2.36726327578541
33	-2.36726327578541	-2.35199963604661
34	-2.35199963604661	-2.33289186062799
35	-2.33289186062799	-2.28564344926061
36	-2.28564344926061	-2.26069061619771
37	-2.19123848534325	-2.17777550614974
38	-2.15530001212674	-2.1012516034111
39	-2.0929593893015	-2.01504794597173
40	-2.01504794597173	-1.94961681702145
41	-1.94961681702145	-1.92834005144011
42	-1.92834005144011	-1.91003385576334
43	-1.91003385576334	-1.90577647986908
44	-1.85270968434317	-1.84210734251569
45	-1.79145032960994	-1.71515965014239
46	-1.69749839694025	-1.6593480209816
47	-1.6593480209816	-1.63099836278073
48	-1.6593480209816	-1.63099836278073
49	-1.61839361646858	-1.61306964149081
50	-1.61306964149081	-1.54586195548923
51	-1.5418751693319	-1.53230900317606
52	-1.4738761254423	-1.33061818901936
53	-1.20516245591709	-1.1873207432547
54	-1.10471791274447	-1.10097645123718
55	-1.02277727160843	-1
56	-1.02277727160843	-1
57	-1	-0.861361150474551
58	-0.821528803212454	-0.809530699913371
59	-0.724491453175149	-0.536361269758489
60	-0.536361269758489	-0.405053381295376
61	-0.382193162607646	-0.325654726142849
62	-0.150493007928695	-0.0909167932334203
63	-0.0476301765842901	0.0476301765842901
64	0.0476301765842901	0.0909167932334203
65	0.0909167932334203	0.150493007928695
66	0.150493007928695	0.325654726142851
67	0.150493007928695	0.325654726142851
68	0.325654726142851	0.382193162607646
69	0.382193162607646	0.405053381295375
70	0.382193162607646	0.405053381295375
71	0.405053381295375	0.517681152187629
72	0.405053381295375	0.517681152187629
73	0.517681152187629	0.724491453175149
74	0.517681152187629	0.724491453175149
75	0.724491453175149	0.794561812305846
76	0.724491453175149	0.794561812305846
77	0.794561812305846	0.821528803212456
78	0.794561812305846	0.821528803212456
79	0.794561812305846	0.821528803212456
80	0.821528803212456	0.992798727405395
81	0.821528803212456	0.992798727405395
82	0.821528803212456	0.992798727405395
83	0.992798727405395	1.02277727160843
84	0.992798727405395	1.02277727160843
85	1.09058139687715	1.30777889762114
86	1.30777889762114	1.3888624620358
87	1.3888624620358	1.53230900317606
88	1.53230900317606	1.5418751693319
89	1.53230900317606	1.5418751693319
90	1.5418751693319	1.71515965014239
91	1.71515965014239	1.90577647986908
92	1.71515965014239	1.90577647986908
93	1.90577647986908	2.19123848534325
94	2.19123848534325	2.21911029281359
95	2.19123848534325	2.21911029281359
96	2.21911029281359	2.24170398967318
97	2.24170398967318	2.58547828332725
98	2.24170398967318	2.58547828332725
99	2.58547828332725	3.58364393372319
100	3.58364393372319	12.0255107838507
101	3.58364393372319	12.0255107838507
102	-16.3942310876704	-7.61436059058877
