group	x	y	PANEL
1	-16.3942310876704	856	1
1	-12.8129120202441	853	1
1	-10.6694056557421	852	1
1	-8.94831079008905	853	1
1	-8.57959843755135	852	1
1	-8.51854165924019	851	1
1	-8.33779713852187	849	1
1	-8.14446212222629	848	1
1	-8.11587356433243	847	1
1	-7.98520723009	846	1
1	-7.85646020509703	845	1
1	-7.8554273353997	844	1
1	-7.83286299937125	843	1
1	-7.79863499887703	842	1
1	-7.78127031784246	839	1
1	-7.76818636306185	839	1
1	-7.75502312726761	838	1
1	-7.71997278697469	837	1
1	-7.6535563389333	836	1
1	-7.56052012885732	835	1
1	-7.47077429486775	834	1
1	-7.41077687127997	832	1
1	-7.38209450367028	831	1
1	-7.37233872602855	830	1
1	-7.34099718712597	829	1
1	-7.29546885054153	828	1
1	-7.26414011453468	826	1
1	-7.24007864561048	824	1
1	-7.16508130866819	823	1
1	-7.08433702951332	821	1
1	-7.06072527524897	820	1
1	-7.0574029650799	820	1
1	-7.03445406781482	819	1
1	-7.00952804570393	817	1
1	-6.99083729894366	816	1
1	-6.96613063389818	814	1
1	-6.93381607669117	813	1
1	-6.87571919807354	812	1
1	-6.82360114880089	810	1
1	-6.78024227565071	809	1
1	-6.7229496736934	807	1
1	-6.65503333767302	806	1
1	-6.60937206357663	805	1
1	-6.58884275384001	804	1
1	-6.5260274255997	804	1
1	-6.4466051232625	803	1
1	-6.3960111738818	801	1
1	-6.33554071554495	800	1
1	-6.28525059926703	798	1
1	-6.2615607379131	796	1
1	-6.24272296141354	795	1
1	-6.20973600993361	793	1
1	-6.17732271006859	792	1
1	-6.13928335066456	791	1
1	-6.10190423568294	790	1
1	-6.09074541531531	787	1
1	-6.05987470324596	786	1
1	-6.01964874148258	785	1
1	-5.99989317850529	784	1
1	-5.98216811412829	783	1
1	-5.96877850083726	782	1
1	-5.95655429612562	780	1
1	-5.9447467426078	779	1
1	-5.93633378222635	776	1
1	-5.92445418429726	775	1
1	-5.91900905877466	774	1
1	-5.90486582089353	770	1
1	-5.87974260863881	769	1
1	-5.84187431317733	768	1
1	-5.76993218359999	765	1
1	-5.70348574991825	763	1
1	-5.68097791990976	762	1
1	-5.67584654664654	760	1
1	-5.649432740549	758	1
1	-5.5913976410219	756	1
1	-5.54347957806035	755	1
1	-5.50881446284508	753	1
1	-5.48547653507306	752	1
1	-5.48041460069045	751	1
1	-5.46737040088062	751	1
1	-5.39960015851271	750	1
1	-5.2899894688777	747	1
1	-5.23418439537755	746	1
1	-5.16654655063711	746	1
1	-5.1020630768012	743	1
1	-5.07906402779062	742	1
1	-5.02580487309102	741	1
1	-4.99101836639536	740	1
1	-4.98592952833895	739	1
1	-4.98000964007809	736	1
1	-4.97353980706896	735	1
1	-4.94755769801562	732	1
1	-4.91471898261557	731	1
1	-4.89957303471143	730	1
1	-4.88701748883358	728	1
1	-4.8754866305886	726	1
1	-4.86853252736736	726	1
1	-4.86494007482189	725	1
1	-4.85857062200457	723	1
1	-4.80751575052411	722	1
1	-4.74839476044084	719	1
1	-4.72604986481539	719	1
1	-4.70658084692582	718	1
1	-4.67474156948063	715	1
1	-4.64864358376945	714	1
1	-4.62619658041493	710	1
1	-4.59902844363642	709	1
1	-4.58211814228536	707	1
1	-4.56720419657737	706	1
1	-4.55411613475216	703	1
1	-4.54778474550497	701	1
1	-4.53838107270135	700	1
1	-4.52900002662374	697	1
1	-4.52750302021675	694	1
1	-4.52109159110742	693	1
1	-4.51156866199302	693	1
1	-4.50424684474285	691	1
1	-4.49460452601893	690	1
1	-4.46878076790857	689	1
1	-4.44914836605836	686	1
1	-4.44692810254942	685	1
1	-4.4449320166771	682	1
1	-4.4357110778027	681	1
1	-4.42633136096556	682	1
1	-4.42087434427715	679	1
1	-4.40331021842286	678	1
1	-4.38878337845158	676	1
1	-4.37083442105647	672	1
1	-4.3516631559485	669	1
1	-4.34251436157046	666	1
1	-4.33028115366775	663	1
1	-4.321234880959	663	1
1	-4.29248632091135	660	1
1	-4.25625639299863	660	1
1	-4.23662978304728	659	1
1	-4.21340153374449	658	1
1	-4.19169900658343	657	1
1	-4.17034415409279	655	1
1	-4.15690222735829	654	1
1	-4.15503304621381	652	1
1	-4.14722424522651	652	1
1	-4.13992779604639	652	1
1	-4.13274883924795	651	1
1	-4.11517161521129	649	1
1	-4.08908806126108	648	1
1	-4.06694208884612	645	1
1	-4.05648382867614	645	1
1	-4.04661076793706	644	1
1	-4.03222020755288	643	1
1	-4.01420566922248	642	1
1	-3.98705391526147	642	1
1	-3.96267797987674	641	1
1	-3.95185316477347	640	1
1	-3.94691342082422	638	1
1	-3.94331254435843	637	1
1	-3.93225201174664	636	1
1	-3.91224672428784	635	1
1	-3.89994610188397	634	1
1	-3.89797675203137	632	1
1	-3.89108037423732	631	1
1	-3.86946889523293	628	1
1	-3.84662938377512	624	1
1	-3.83702400064908	620	1
1	-3.82200654343277	619	1
1	-3.80795684843512	619	1
1	-3.8040153227139	615	1
1	-3.80060685696425	614	1
1	-3.79200972665127	614	1
1	-3.77127095106352	613	1
1	-3.74855579547123	613	1
1	-3.73621265495334	611	1
1	-3.70749620545635	607	1
1	-3.67813001927858	603	1
1	-3.67088596722039	602	1
1	-3.66338088409243	602	1
1	-3.65798418207782	599	1
1	-3.65272562385587	598	1
1	-3.64961494323812	597	1
1	-3.64533928008431	595	1
1	-3.61582997863985	594	1
1	-3.58905847793839	591	1
1	-3.57675471592094	589	1
1	-3.56435783388252	589	1
1	-3.55467337042086	585	1
1	-3.53523124665606	584	1
1	-3.51970952238802	584	1
1	-3.51271883048737	583	1
1	-3.50606960855568	580	1
1	-3.49877088018603	580	1
1	-3.49127314880366	579	1
1	-3.48502614892546	579	1
1	-3.47818001711417	578	1
1	-3.46736567908856	576	1
1	-3.46004852739958	576	1
1	-3.4528767868805	576	1
1	-3.43466316171777	575	1
1	-3.40665048395333	574	1
1	-3.38985356893896	571	1
1	-3.38717689040208	567	1
1	-3.3807099092432	565	1
1	-3.36935755566735	564	1
1	-3.36319446602845	563	1
1	-3.36098789437424	561	1
1	-3.35308653803859	560	1
1	-3.34322126186997	559	1
1	-3.32556438182766	556	1
1	-3.3106429532091	553	1
1	-3.30098109948668	553	1
1	-3.28954110930561	553	1
1	-3.28258452730273	552	1
1	-3.27760864344675	552	1
1	-3.2733616844196	551	1
