group	xmin	xmax
1	-16.3942310876704	-7.87635296707451
2	-4.36325854133516	-4.31336246245055
3	-3.9342705646276	-3.9235313984386
4	-3.60873637026506	-3.58271124713328
5	-3.40507635925689	-3.35266291626306
6	-3.31801193974118	-3.31457931890285
7	-3.04608470854721	-3.04537653911671
8	-2.972437587837	-2.93777188199189
9	-2.88855418090843	-2.8776322059107
10	-2.76247311484733	-2.7494694296258
11	-2.70264926353535	-2.67090171114813
12	-2.55316891920755	-2.55084101022558
13	-2.52545722441704	-2.5226432692843
14	-2.47007481017849	-2.46802073709725
15	-2.42785242011642	-2.42131714451946
16	-2.3717009170516	-2.36175651330118
17	-2.25476262942417	-2.23139786897498
18	-2.14511137968068	-2.12685862538685
19	-2.07880788385767	-2.07132787934272
20	-2.03850968944568	-2.03805338296426
21	-2.00678045886731	-2.00646454265535
22	-1.93302023306971	-1.92852573299881
23	-1.88676726301266	-1.88560914626224
24	-1.85685679090732	-1.85441544764723
25	-1.84184344534819	-1.83503581104223
26	-1.76078119999509	-1.73767509144841
27	-1.69515907077562	-1.6795863562959
28	-1.64759077483881	-1.62566164522083
29	-1.58121457204216	-1.57918513307094
30	-1.55421560929361	-1.55195602907995
31	-1.44112525062168	-1.43827198963075
32	-1.40477334676411	-1.40302183172538
33	-1.37094155599969	-1.37016486382328
34	-1.35935017361047	-1.35019944394775
35	-1.27096419830033	-1.26312702948315
36	-1.22132383281613	-1.21605646353849
37	-1.09715244270029	-1.09703266022876
38	-1.0291409632164	-1.01221314280155
39	-0.92719436097188	-0.916741505910887
40	-0.827797471873151	-0.8234550483823
41	-0.752792288814749	-0.743121240243676
42	-0.678841038114594	-0.675530894060351
43	-0.598348848934756	-0.596945034912739
44	-0.490419544870496	-0.477021793054366
45	-0.376198712164614	-0.360615947925295
46	-0.265145302618944	-0.2616945088654
47	-0.144119208714494	-0.128265284441889
48	-0.0134671153631363	-0.00940032289359571
49	0.0447640998497949	0.0507610471639755
50	0.126834918485805	0.128265284441889
51	0.251033093812049	0.252774923796395
52	0.317508438309206	0.322520370681509
53	0.3988127227063	0.42574026521881
54	0.479912792217055	0.48531056632635
55	0.523145036753014	0.539662879684455
56	0.59540827048875	0.621855183445209
57	0.644333834097246	0.64683423722815
58	0.685371431872435	0.688927450576017
59	0.748541479975499	0.760127237043049
60	0.796808323759684	0.800159169201585
61	0.806711767345801	0.80893432542425
62	0.866347332369701	0.870762343121196
63	0.994623770396796	1.0158403511477
64	1.09545049899495	1.09703266022876
65	1.10206111382969	1.11047073182965
66	1.16464824881345	1.17479218172907
67	1.19466738618383	1.20502803074299
68	1.21254636712038	1.21287300992845
69	1.25969559990284	1.28801178207423
70	1.35935017361046	1.36035036279444
71	1.41483206881124	1.41556930970125
72	1.45057041995275	1.45810632014494
73	1.494037181632	1.51295037397266
74	1.5438623191046	1.56858531076163
75	1.5723810747114	1.57432015029343
76	1.58583720258766	1.58851880343916
77	1.62507013701785	1.62666293449488
78	1.64140433655859	1.64532247919593
79	1.70675383371715	1.7089346813277
80	1.75126813304978	1.78221062793958
81	1.8770305969337	1.92713931476982
82	1.92713931476982	1.92833382750455
83	1.95424025933625	1.96032180001534
84	1.96538754678575	1.9679032821919
85	2.08526985473135	2.09285021187656
86	2.1014509078976	2.10796933801873
87	2.2192051190235	2.22090753505545
