group	xmin	xmax
1	-16.3942310876704	-10.1419758201038
2	-7.23582467845484	-7.14541815945546
3	-6.54785764922273	-6.51106667915204
4	-5.41822266214471	-5.40495804880334
5	-4.80640614425251	-4.8002398528713
6	-4.32943915659685	-4.28999006869682
7	-4.03193608863013	-4.02030784968672
8	-3.78211351712539	-3.78146067180284
9	-3.70719637697539	-3.7019514917776
10	-3.51249027917006	-3.48034581040485
11	-3.40157926759388	-3.39571383076646
12	-3.28146851376881	-3.27147323156645
13	-3.14005361023983	-3.13867597211043
14	-2.97986783485994	-2.97337992778437
15	-2.85430058660256	-2.85055515451357
16	-2.70925315295497	-2.70187682857094
17	-2.55010168481626	-2.54659038298629
18	-2.45477377249407	-2.45382700699268
19	-2.38974319049746	-2.38956946563077
20	-2.35830223185503	-2.35672134271233
21	-2.32525424945687	-2.32227661009693
22	-2.26402807058022	-2.255006464518
23	-2.21613839293392	-2.21499477942488
24	-2.1252747232973	-2.11960727226404
25	-2.04008468606622	-2.03191459434801
26	-1.93659246584565	-1.93222091338528
27	-1.88058448198374	-1.88039404776038
28	-1.77796094781246	-1.77037428642039
29	-1.71540867960504	-1.71470408224045
30	-1.61228106426266	-1.59771796446042
31	-1.55943197971401	-1.55627698504888
32	-1.51110724901782	-1.51028411649664
33	-1.42285687282273	-1.41319738950893
34	-1.37455283203915	-1.36307221831783
35	-1.35532412790261	-1.3527166464261
36	-1.31470136145212	-1.31212595697586
37	-1.26742670467325	-1.26563231750683
38	-1.24130950362142	-1.20196953997846
39	-1.1752742179735	-1.17264741825636
40	-1.08133729862244	-1.0624835543391
41	-1.01087960272881	-1
42	-0.970494641627256	-0.970134103255875
43	-0.918825820077024	-0.902710434149836
44	-0.864325033596446	-0.859482168234986
45	-0.77511983758537	-0.76849425166203
46	-0.73763711012305	-0.730153858869086
47	-0.637321158991536	-0.631344936232316
48	-0.56486289713918	-0.564655146828706
49	-0.535488624308179	-0.52714068410084
50	-0.411245882744339	-0.407369824901549
51	-0.352680821526806	-0.341976134873065
52	-0.27107083873539	-0.263174698166399
53	-0.198968194491201	-0.198087864182314
54	-0.0887950064633607	-0.0814395488162809
55	-0.0524874020892643	-0.0449239082405652
56	0.0449239082405652	0.0524874020892661
57	0.132225526728554	0.13914342405711
58	0.198087864182314	0.198968194491199
59	0.265223040231795	0.27107083873539
60	0.350874624061371	0.35342463058751
61	0.367370712761966	0.370757869160556
62	0.425431018311631	0.45902413500588
63	0.536757982522479	0.562209168146859
64	0.589881148483995	0.592291759012914
65	0.603716191499389	0.604868275356971
66	0.68095057510388	0.68178579347485
67	0.751501946618644	0.763298328092439
68	0.8221408411332	0.834557003335609
69	0.87244847271268	0.8741671972113
70	0.918825820077025	0.930106793893884
71	1.02688900042214	1.05255843144397
72	1.13924370478864	1.14427084146436
73	1.19206505231045	1.22066090417927
74	1.28285143259863	1.2885053968502
75	1.3739766880095	1.37455283203915
76	1.55215725889581	1.55360306967036
77	1.56161311498082	1.563974129393
78	1.67372588913198	1.6744032435759
79	1.741485932831	1.7539735618074
80	1.7847670074507	1.79400989324044
81	1.86201603063759	1.87795991994481
82	1.88539616753557	1.90377949698136
83	1.93222091338527	1.96993640089673
84	2.02537790195754	2.03191459434801
85	2.15333909312245	2.21308585036543
86	2.28642533844491	2.30260025997285
87	2.35434986424581	2.36164480892846
88	2.46738329229664	2.4889855222075
89	2.54797705281409	2.55718745467225
90	2.6569588266979	2.67939093375226
91	2.78542757590367	2.82070217066761
92	2.86386134410144	2.86577741171361
93	2.88669196588015	2.89373635539054
94	3.02769000891889	3.042460383673
95	3.08796908914004	3.08858985495417
96	3.15909274609292	3.23068679435502
97	3.23068679435502	3.23129094252626
98	3.2976712591995	3.48266856562807
99	3.94568549588461	3.95520677142832
100	3.98727462523339	4.0706901315948
101	5.33911526720618	12.0255107838507
102	-16.3942310876704	-9.86272644239598
103	-7.32187465102004	-7.30356315295346
104	-6.57897817713858	-6.39765298023076
