x	y	key	PANEL	group
-16.3942310876704	0	1	1	8
-8.10014452868463	0	1	1	8
-7.71556438359163	0	1	1	8
-7.60517975290071	0	1	1	8
-7.45844581665828	0	1	1	8
-7.34005182234235	0	1	1	8
-7.14359324497727	0	1	1	8
-6.940969196148	0	1	1	8
-6.88441667235129	0	1	1	8
-6.83256257401973	0	1	1	8
-6.77093691382167	0	1	1	8
-6.71775326869738	0	1	1	8
-6.69243487832439	0	1	1	8
-6.62516728581646	0	1	1	8
-6.49010727447835	0	1	1	8
-6.38535888334121	0	1	1	8
-6.34729302948368	0	1	1	8
-6.32676821633689	0	1	1	8
-6.29431568307576	0	1	1	8
-6.26246598698422	0	1	1	8
-6.25903102592305	0	1	1	8
-6.25875571972969	0	1	1	8
-6.25682876088125	0	1	1	8
-6.24676569954483	0	1	1	8
-6.22942462433911	0	1	1	8
-6.21648097191991	0	1	1	8
-6.20952905818241	0	1	1	8
-6.14807791249138	0	1	1	8
-6.08772467146724	0	1	1	8
-6.08285837117452	0	1	1	8
-6.0689731333207	0	1	1	8
-6.03032707567433	0	1	1	8
-5.95915039466232	0	1	1	8
-5.90633031717762	0	1	1	8
-5.88325290966052	0	1	1	8
-5.85972697068533	0	1	1	8
-5.84617247608906	0	1	1	8
-5.8414636419504	0	1	1	8
-5.83570662971874	0	1	1	8
-5.83010366035759	0	1	1	8
-5.82307257338125	0	1	1	8
-5.80810651946815	0	1	1	8
-5.79685340037074	0	1	1	8
-5.7939067396717	0	1	1	8
-5.79197454997521	0	1	1	8
-5.7713548343501	0	1	1	8
-5.74165913798407	0	1	1	8
-5.70853229513854	0	1	1	8
-5.68313053021947	0	1	1	8
-5.66522785697689	0	1	1	8
-5.64985473443694	0	1	1	8
-5.64590484051773	0	1	1	8
-5.63373689082313	0	1	1	8
-5.62449356733883	0	1	1	8
-5.6153104551075	0	1	1	8
-5.60193165476113	0	1	1	8
-5.58366649271648	0	1	1	8
-5.5656362541334	0	1	1	8
-5.54505199036991	0	1	1	8
-5.51951091027572	0	1	1	8
-5.50633988671159	0	1	1	8
-5.50269363644904	0	1	1	8
-5.49863658728997	0	1	1	8
-5.49238658704797	0	1	1	8
-5.48421146683461	1	1	1	8
-5.4769129117875	1	1	1	8
-5.47031795784874	2	1	1	8
-5.45865421775174	2	1	1	8
-5.44381024370146	2	1	1	8
-5.42889246622688	2	1	1	8
