group	xmin	xmax
1	-16.3942310876704	-9.96296256956967
2	-6.1894353590415	-6.16498616963124
3	-5.40987226510853	-5.38889598125335
4	-4.82733373658468	-4.7984752920824
5	-4.43302029514864	-4.40974196364651
6	-4.09844286209984	-4.08941421864571
7	-3.80440069568585	-3.8033375909054
8	-3.50761666585142	-3.50662552529508
9	-3.25772863043225	-3.25592755781418
10	-3.10118518145378	-3.10004623436481
11	-3.02879907563123	-3.02770924144111
12	-2.94713703505154	-2.94322551254266
13	-2.82492339784988	-2.82294749815912
14	-2.75645148894857	-2.74693321936808
15	-2.63078744117442	-2.62666380770026
16	-2.55283450330527	-2.55139085369108
17	-2.507686530703	-2.50426862702079
18	-2.44398272675856	-2.44373446768095
19	-2.3918533715775	-2.39144097015074
20	-2.29841111310441	-2.29815350805033
21	-2.18080055236657	-2.17912226662705
22	-2.13396523906412	-2.13359935678234
23	-2.02082611809506	-2.01342763632007
24	-1.93095056331327	-1.92905308147202
25	-1.82878452917833	-1.82733428252822
26	-1.79891362383878	-1.79679314536588
27	-1.73216645458941	-1.72915101985686
28	-1.67825466514018	-1.67649864719412
29	-1.64767776219945	-1.64447517504054
30	-1.5843952940473	-1.58431380792644
31	-1.54771544858441	-1.5399495804288
32	-1.48465414654564	-1.48276368743047
33	-1.41898440237866	-1.41888699806559
34	-1.32944630612629	-1.32896899782506
35	-1.25405704757736	-1.25337688488639
36	-1.1966226940066	-1.19596372658667
37	-1.11718071602213	-1.1170268171986
38	-1.06100675817041	-1.05855006271703
39	-1.0093885880953	-1.00930050657773
40	-1	-1
41	-1	-1
42	-1	-1
43	-1	-1
44	-1	-1
45	-1	-1
46	-1	-1
47	-1	-1
48	-1	-1
49	-0.98389277838544	-0.98335198964775
50	-0.86592184966956	-0.864286486476151
51	-0.717309181608741	-0.71567268723861
52	-0.563890224281999	-0.557259180692875
53	-0.37331175488408	-0.36570544898402
54	-0.0877677588315109	-0.069012361770401
55	0.12668838296166	0.12808355916118
56	0.21691752473061	0.22287075895253
57	0.361994585364959	0.364419836627304
58	0.43831845263634	0.440347706534135
59	0.493850185906616	0.496759536207174
60	0.565603775227535	0.567480282717179
61	0.65595462512897	0.666211149254124
62	0.74692475913422	0.75613124202894
63	0.839657634680355	0.840117237843945
64	0.954202658909479	0.95893770653819
65	1.06851588726105	1.07064846709242
66	1.13661215915688	1.14768557981418
67	1.20782752091866	1.21018732428668
68	1.29125851067312	1.29681998571037
69	1.37575695460901	1.37627124932278
70	1.43582362134173	1.4422003229443
71	1.51961912219087	1.54582537873061
72	1.60937764901409	1.60969410591886
73	1.6667436415578	1.67854456585437
74	1.73402485913145	1.73859450448562
75	1.80683893296186	1.80909938226401
76	1.87616305381913	1.88359393236109
77	1.95749582726225	1.96249826471812
78	1.98843817934353	1.99742471929385
79	2.06331800112977	2.07057211612833
80	2.17896548817798	2.18144832793561
81	2.27224634198729	2.27332668197688
82	2.31688217154134	2.31735861697202
83	2.33611815475467	2.35479197474866
84	2.50379200857478	2.50801161798193
85	2.54547457794008	2.55495119424794
86	2.63052831682035	2.63466810786577
87	2.69533819861321	2.69620508655975
88	2.73632013052869	2.74690395526663
89	2.86714826295381	2.87380494227996
90	2.88868806165118	2.89172492576982
91	2.94406783164721	2.96803121564432
92	2.97385532867085	2.98293612171747
93	3.0966920278087	3.12584885241846
94	3.19522952929345	3.20731668754605
95	3.27283840797331	3.28924010691762
96	3.47545980375635	3.47561174780082
97	3.51308726384326	3.52023259293989
98	3.56543327656778	3.56982664005895
99	3.62252781978104	3.64065143454952
100	3.91386375540331	3.99175596247655
101	5.27603614351506	12.0255107838507
102	-16.3942310876704	-8.71296256956967
103	-5.78955241951051	-5.78558285030449
104	-5.37474394122601	-5.37459881477768
105	-4.85658040680428	-4.8470748677431
106	-4.40158685352566	-4.40019037998259
107	-4.11381267028643	-4.10806207140587
108	-3.78886020994518	-3.78034718931212
109	-3.54449205682338	-3.52110353079532
110	-3.29744033910242	-3.29561232881287
111	-3.14898273221529	-3.14740469631694
112	-2.94287431356143	-2.94255704884753
113	-2.80567554980827	-2.80022364216347
114	-2.61676402494902	-2.61607526308094
115	-2.56266339771866	-2.56232335031222
116	-2.49877012553166	-2.48746947498993
117	-2.38558472439857	-2.38303034746791
118	-2.29552303279429	-2.29190514929294
119	-2.2216691593583	-2.21991276244938
120	-2.16684517487289	-2.16253016183179
121	-2.07342247908134	-2.06986747560805
122	-2.04169749815912	-2.03562902251012
123	-1.92905308147202	-1.92834963662878
124	-1.84839239496235	-1.84526407719612
125	-1.76215304194333	-1.76200883669402
126	-1.67649864719412	-1.67462543966701
127	-1.66303539130222	-1.65955071718546
128	-1.61674751878552	-1.61491788019508
129	-1.56442221351807	-1.56380689649768
130	-1.50344056599165	-1.49934103004509
131	-1.45730141869193	-1.45694852147666
132	-1.38123293428368	-1.38004772125611
133	-1.30854648373051	-1.30772192793119
134	-1.2593844887192	-1.2570567486618
135	-1.23216645458941	-1.22276989571116
136	-1.16282855753274	-1.16231776634535
137	-1.1140227155542	-1.11351068432058
138	-1.05201502301955	-1.05082222049797
139	-1.01579408656944	-1.01464630778976
140	-1	-1
141	-1	-1
142	-1	-1
143	-1	-1
144	-1	-1
145	-1	-1
146	-1	-1
147	-1	-1
148	-0.96890431421394	-0.964548818331015
149	-0.879230322332175	-0.87727251209414
150	-0.732712449874501	-0.729054101004954
151	-0.655954625128969	-0.65350877440156
152	-0.482760907725846	-0.480102314840155
153	-0.331949494688951	-0.31117556966424
154	-0.14368948313879	-0.14348884394544
155	0.0176186511751952	0.0184315003804505
156	0.162181330343694	0.165139520641679
157	0.24988275570153	0.24989673885684
158	0.25	0.250010969724915
