group	xmin	xmax
1	-16.3942310876704	-8.63091628826287
2	-6.79999670134352	-6.75177491052767
3	-5.62760477117606	-5.56197040439851
4	-5.00473685896059	-4.94280020741194
5	-4.63260594355586	-4.55600147972182
6	-4.36701024593026	-4.33476164074027
7	-4.08947249442993	-4.07414296406854
8	-3.85989367831522	-3.82681937659806
9	-3.62630507444801	-3.61577426923538
10	-3.44525890642136	-3.4317824487274
11	-3.30269484964636	-3.26188686545653
12	-3.09763809034614	-3.09763496354118
13	-3.01337760816245	-3.01299970612864
14	-2.98046909434198	-2.97779840666983
15	-2.96681129985893	-2.95689541287685
16	-2.78970153768665	-2.76151337192994
17	-2.68969550536373	-2.6609847298539
18	-2.62185179200109	-2.61286413297251
19	-2.50845231945197	-2.50210247011497
20	-2.4180162627819	-2.40229921646232
21	-2.31725150636633	-2.31640541402035
22	-2.21490001053757	-2.18139145602975
23	-2.15794937783996	-2.15574447529509
24	-2.0861971354943	-2.07710196416334
25	-1.98961907964492	-1.97884762763812
26	-1.87398803975605	-1.87344376332401
27	-1.74985053714704	-1.74900786166086
28	-1.71026765786878	-1.70611365912128
29	-1.68633795637826	-1.68283987748415
30	-1.63907138559438	-1.6246711963314
31	-1.5970467086921	-1.59699349936033
32	-1.51405728988985	-1.50687778062819
33	-1.42355129007476	-1.4165071399522
34	-1.34745443604578	-1.32143044237612
35	-1.26711150892921	-1.25304345311209
36	-1.21976552772063	-1.21295191059457
37	-1.14710009306322	-1.14522433587652
38	-1.09397898304501	-1.09327965459586
39	-1.05790439507209	-1.02469370895438
40	-0.988868158768256	-0.982524476415096
41	-0.949523921809811	-0.94488870695973
42	-0.878607433751596	-0.869389081120509
43	-0.79554745083112	-0.777707408949039
44	-0.65442787277979	-0.650040343426801
45	-0.614408328761961	-0.613986176323559
46	-0.523368098966911	-0.512740431189786
47	-0.467247585743801	-0.46654127280779
48	-0.39219236721346	-0.390058388902795
49	-0.316860006549014	-0.31181067069066
50	-0.268763286355781	-0.267456053649951
51	-0.201963397178201	-0.19880190610899
52	-0.15815498894071	-0.15326312789403
53	-0.0876492684083665	-0.0764391906975996
54	0.00184071693379018	0.00782308785837937
55	0.0380812919759439	0.0571067365683007
56	0.100037566330295	0.116933944381476
57	0.201963397178201	0.207633277712144
58	0.272311193703869	0.27328325428121
59	0.395180186052	0.39917904259649
60	0.463202501685769	0.46654127280779
61	0.467491910624725	0.485452084579556
62	0.5564909753601	0.559033385309204
