group	x	y	PANEL
1	-16.3942310876704	252	1
1	-5.45235373616438	251	1
1	-4.51209363896132	240	1
1	-3.931064034541	236	1
1	-3.721107118267	235	1
1	-3.51916861096583	234	1
1	-3.49966560854471	222	1
1	-3.4801653438969	221	1
1	-3.45246624287281	219	1
1	-3.38347496692318	217	1
1	-3.33992918020118	213	1
1	-3.31450903793543	203	1
1	-3.28403731743672	202	1
1	-3.26600997204249	200	1
1	-3.20565207405794	199	1
1	-3.14907251406815	198	1
1	-3.11129076579051	194	1
1	-3.0744108350521	191	1
1	-3.05429355206847	190	1
1	-3.02725031963353	188	1
1	-2.90918459294934	187	1
1	-2.77946600863148	186	1
1	-2.64933219379569	180	1
1	-2.54401133178085	178	1
1	-2.5074928139182	178	1
1	-2.46601891468492	177	1
1	-2.43484734253275	176	1
1	-2.40294329420673	174	1
1	-2.3744688120049	173	1
1	-2.3391624948984	170	1
1	-2.32297823385901	169	1
1	-2.26903605085826	168	1
1	-2.16941998669428	166	1
1	-2.11540130796648	165	1
1	-2.09145034780397	164	1
1	-2.0556936445447	159	1
1	-2.00314927258131	158	1
1	-1.95931093400588	154	1
1	-1.94654200131908	153	1
1	-1.94071128606162	152	1
1	-1.89006269959437	143	1
1	-1.8379685335903	139	1
1	-1.83009995633365	139	1
1	-1.82326263549315	127	1
1	-1.7981999605952	116	1
1	-1.74999563631619	109	1
1	-1.6763880107881	105	1
1	-1.61440336705186	104	1
1	-1.59162138182908	103	1
1	-1.52235056075518	102	1
1	-1.45217860096875	96	1
1	-1.43798927061009	96	1
1	-1.42970464512829	95	1
1	-1.39919669139535	95	1
1	-1.36255913045192	94	1
1	-1.33907657644443	92	1
1	-1.32223486604106	90	1
1	-1.31829151984279	83	1
1	-1.2494724198387	82	1
1	-1.1674390007355	81	1
1	-1.12487192692476	73	1
1	-1.0194594503574	64	1
1	-0.921277257093283	63	1
1	-0.89275370040704	62	1
1	-0.883816226329643	61	1
1	-0.877742617747255	60	1
1	-0.863578634370392	59	1
1	-0.824199426363282	55	1
1	-0.780813852503067	52	1
1	-0.763759827691925	51	1
1	-0.756172783540353	50	1
1	-0.751158887348453	49	1
1	-0.72774492238396	47	1
1	-0.704402069340158	44	1
1	-0.686094324637535	43	1
1	-0.651414175808585	42	1
1	-0.623210937576093	41	1
1	-0.579551287194387	35	1
1	-0.528767664449505	34	1
1	-0.49506823801373	33	1
1	-0.478494429060618	33	1
1	-0.47268206903955	30	1
1	-0.437052989925427	29	1
1	-0.400128747900268	28	1
1	-0.389133518934433	27	1
1	-0.376613891032928	26	1
1	-0.368885213322431	25	1
1	-0.365098658708793	24	1
1	-0.358928037173358	23	1
1	-0.354500863820358	22	1
1	-0.335427367336109	21	1
1	-0.296285029815687	19	1
1	-0.261185319364316	18	1
1	-0.242578087755326	17	1
1	-0.232702884479362	16	1
1	-0.221997003765977	15	1
1	-0.214580343297362	16	1
1	-0.209138043710282	15	1
1	-0.19158987564697	14	1
1	-0.165018006743398	13	1
1	-0.14306207063845	13	1
1	-0.123991903284788	12	1
1	-0.0948166957529253	11	1
1	-0.0688311886285851	10	1
1	-0.0578675847220973	9	1
1	-0.0355894896163997	8	1
1	-0.0121843209201389	7	1
1	0.00491613786631096	6	1
1	0.0355894896163997	6	1
1	0.0578675847220973	6	1
1	0.0652920405837971	6	1
1	0.1016417877464	6	1
1	0.143062070638449	6	1
1	0.162566018928149	6	1
1	0.175816027717697	6	1
1	0.19158987564697	6	1
1	0.209138043710282	6	1
1	0.220781012128185	6	1
1	0.236969768505102	6	1
1	0.246844971781063	5	1
1	0.261185319364315	5	1
1	0.277254868065027	6	1
1	0.316397205585449	5	1
1	0.357134407973749	5	1
1	0.37282733641929	5	1
1	0.388789324277582	5	1
1	0.399784553243418	4	1
1	0.429331266366551	4	1
1	0.452984389595518	4	1
1	0.460706113154395	5	1
1	0.472455965112529	5	1
1	0.493689412697836	5	1
1	0.515966724945733	5	1
1	0.538768771217725	5	1
1	0.557725831206475	4	1
1	0.604892569454272	4	1
1	0.656724975503727	4	1
1	0.71505180578	4	1
1	0.784755331452683	4	1
1	0.830508214202212	4	1
1	0.89446574916412	3	1
1	1.05314965456217	1	1
1	1.18401359591267	1	1
1	1.28215827425012	0	1
1	1.41423269290301	0	1
1	1.54933840872164	0	1
1	1.70809173123938	2	1
1	1.81139005681319	2	1
1	1.85453344679631	2	1
1	1.89567498079523	2	1
1	1.96035719720878	2	1
1	1.99786500346365	2	1
1	2.02205448364459	2	1
1	2.10273116047081	2	1
1	2.24658936108845	2	1
1	2.34516121718125	2	1
1	2.37117200290785	2	1
1	2.38240389228694	3	1
1	2.38967544180224	3	1
1	2.40527616579477	3	1
1	2.42577151678745	3	1
1	2.45397759731103	4	1
1	2.48142971258858	4	1
1	2.53356295609365	4	1
1	2.65886894634244	4	1
1	2.78036050405114	4	1
1	2.86806065227847	2	1
1	2.95371734479819	2	1
1	3.02051287632855	2	1
1	3.06137060201898	2	1
1	3.13623565874954	2	1
1	3.22610270195996	2	1
1	3.27971763980137	2	1
1	3.31406687134817	2	1
1	3.3285265302382	2	1
1	3.37966340078757	1	1
1	3.42852415263215	1	1
1	3.43412130408227	1	1
1	3.48405979368454	1	1
1	3.59129422530872	1	1
1	3.7407447104317	1	1
1	3.86364743193505	1	1
1	3.90961622058442	1	1
1	4.01175774467112	1	1
1	12.0255107838507	0	1
2	-16.3942310876704	0	1
2	-5.45235373616438	0	1
2	-4.51209363896132	0	1
2	-3.931064034541	0	1
2	-3.721107118267	0	1
2	-3.51916861096583	0	1
2	-3.49966560854471	0	1
2	-3.4801653438969	0	1
2	-3.45246624287281	0	1
2	-3.38347496692318	0	1
2	-3.33992918020118	0	1
2	-3.31450903793543	0	1
2	-3.28403731743672	0	1
2	-3.26600997204249	0	1
2	-3.20565207405794	0	1
2	-3.14907251406815	0	1
2	-3.11129076579051	0	1
2	-3.0744108350521	0	1
2	-3.05429355206847	0	1
2	-3.02725031963353	0	1
2	-2.90918459294934	0	1
2	-2.77946600863148	0	1
2	-2.64933219379569	0	1
2	-2.54401133178085	0	1
2	-2.5074928139182	1	1
2	-2.46601891468492	1	1
2	-2.43484734253275	1	1
2	-2.40294329420673	1	1
2	-2.3744688120049	1	1
2	-2.3391624948984	1	1
2	-2.32297823385901	1	1
2	-2.26903605085826	1	1
2	-2.16941998669428	1	1
2	-2.11540130796648	1	1
2	-2.09145034780397	1	1
2	-2.0556936445447	1	1
2	-2.00314927258131	1	1
2	-1.95931093400588	1	1
2	-1.94654200131908	1	1
2	-1.94071128606162	1	1
