group	x	y	PANEL
1	-16.3942310876704	728	1
1	-8.0177945884185	727	1
1	-7.53598948662973	726	1
1	-7.00839659760423	725	1
1	-6.64377595184618	723	1
1	-6.56237679978952	722	1
1	-6.30106383002937	720	1
1	-5.99111584505128	717	1
1	-5.77945733907699	713	1
1	-5.62044906474025	712	1
1	-5.32661631325161	711	1
1	-5.01454285522904	710	1
1	-4.93440379404052	707	1
1	-4.84602042876298	705	1
1	-4.76173957019678	704	1
1	-4.71869293693599	703	1
1	-4.69995250864204	701	1
1	-4.65696520645659	701	1
1	-4.52027926814688	701	1
1	-4.40264963783534	700	1
1	-4.33447305835483	698	1
1	-4.25814902696432	698	1
1	-4.22918517068135	697	1
1	-4.21333600361688	696	1
1	-4.19690061571702	694	1
1	-4.12301016176066	692	1
1	-4.05750960146978	692	1
1	-4.04898310020368	691	1
1	-4.04048605913643	690	1
1	-4.03609402872254	689	1
1	-4.02159275562954	688	1
1	-3.99686475966371	687	1
1	-3.96295666368039	686	1
1	-3.93863689881324	686	1
1	-3.93659965630585	686	1
1	-3.93363975179408	685	1
1	-3.92968213899294	684	1
1	-3.92412452263717	680	1
1	-3.91959867217609	679	1
1	-3.89825127169302	678	1
1	-3.87100033641655	677	1
1	-3.86166873081974	677	1
1	-3.8247833695495	673	1
1	-3.74008617444134	672	1
1	-3.6853274333818	667	1
1	-3.67776545433331	664	1
1	-3.67105070727614	662	1
1	-3.66097457952705	660	1
1	-3.64171660475775	659	1
1	-3.60811129328385	658	1
1	-3.56710255977467	657	1
1	-3.54609700701993	655	1
1	-3.54212147944635	651	1
1	-3.53957413918324	650	1
1	-3.53928773396699	649	1
1	-3.53379841114409	648	1
1	-3.48853817660361	646	1
1	-3.44707266484875	644	1
1	-3.44514254762641	643	1
1	-3.44147175341623	643	1
1	-3.42706217060929	642	1
1	-3.41475677425133	641	1
1	-3.389182998047	638	1
1	-3.34528847291607	635	1
1	-3.3218427017302	633	1
1	-3.31768708769365	630	1
1	-3.31011655842104	629	1
1	-3.29532299991882	625	1
1	-3.28495495076642	624	1
1	-3.28087690182486	622	1
1	-3.27917452557806	620	1
1	-3.27605982963306	620	1
1	-3.26885617142075	619	1
1	-3.26421724604225	618	1
