x	y	key	PANEL	group
-16.3942310876704	0	1	1	10
-4.27379947937267	0	1	1	10
-4.08298324861124	0	1	1	10
-3.93580282932994	0	1	1	10
-3.7816085515602	0	1	1	10
-3.62764854396305	1	1	1	10
-3.58474490442086	1	1	1	10
-3.47347795689828	1	1	1	10
-3.23947814054845	1	1	1	10
-3.08179058838178	1	1	1	10
-3.06248278453091	1	1	1	10
-3.02063461675354	1	1	1	10
-2.95801558362452	1	1	1	10
-2.92383798463913	1	1	1	10
-2.91400000403131	1	1	1	10
-2.84611419241092	1	1	1	10
-2.77592067616012	2	1	1	10
-2.742411825611	2	1	1	10
-2.70446783799623	2	1	1	10
-2.67667427232324	2	1	1	10
-2.64212548434567	2	1	1	10
-2.6183992762219	2	1	1	10
-2.59053318159697	2	1	1	10
-2.5496010373595	2	1	1	10
-2.49229807178419	2	1	1	10
-2.45407629465517	2	1	1	10
-2.40912488639263	2	1	1	10
-2.35545641497415	2	1	1	10
-2.30234179332069	2	1	1	10
-2.24861908834731	2	1	1	10
-2.19442432087045	2	1	1	10
-2.14450665554973	3	1	1	10
-2.09885930015159	3	1	1	10
-1.99258828569547	3	1	1	10
-1.91832682918267	3	1	1	10
-1.91114542318274	3	1	1	10
-1.90896826743417	3	1	1	10
-1.86126241496978	3	1	1	10
-1.7914105849482	5	1	1	10
-1.75585805056549	5	1	1	10
-1.70147856586155	5	1	1	10
-1.65116040563093	5	1	1	10
-1.62960360902876	5	1	1	10
-1.59866794353527	5	1	1	10
-1.57660751085433	5	1	1	10
-1.48814768318951	5	1	1	10
-1.40297475834519	5	1	1	10
-1.34368196415482	5	1	1	10
-1.27416868146902	5	1	1	10
-1.24900963347332	5	1	1	10
-1.23187726286547	6	1	1	10
-1.22020070106604	6	1	1	10
-1.21152842403643	8	1	1	10
-1.20797862577543	9	1	1	10
-1.19518682008061	9	1	1	10
-1.17804600789628	9	1	1	10
-1.1607008283211	9	1	1	10
-1.14925802710508	9	1	1	10
-1.07059072179397	9	1	1	10
-0.98247137160154	9	1	1	10
-0.9696842432643	9	1	1	10
-0.961041197360378	9	1	1	10
-0.946856197164045	9	1	1	10
-0.922508600215939	9	1	1	10
-0.899653650948772	9	1	1	10
-0.89175807955622	10	1	1	10
-0.884853317674315	11	1	1	10
-0.86140839344786	11	1	1	10
-0.840390359532905	11	1	1	10
-0.79591629824428	11	1	1	10
-0.749524548941038	11	1	1	10
-0.72950175010727	11	1	1	10
-0.71423932736359	11	1	1	10
-0.701590853550694	11	1	1	10
-0.688848909101676	11	1	1	10
-0.677251450856115	11	1	1	10
-0.665017255776977	11	1	1	10
-0.652220147645304	11	1	1	10
-0.617804720414064	11	1	1	10
-0.570857018889178	11	1	1	10
-0.536874330552277	11	1	1	10
-0.518209394433042	12	1	1	10
-0.50331097169507	12	1	1	10
-0.491311345278772	12	1	1	10
-0.467919687125018	13	1	1	10
-0.44846067091537	13	1	1	10
-0.436912862436469	13	1	1	10
