group	xmin	xmax
1	-16.3942310876704	-9.31610656930292
2	-5.80622048426268	-5.65171192590914
3	-4.8239623226465	-4.81995988714378
4	-4.35488700347813	-4.31320895379864
5	-4.24076314797998	-4.22713449967146
6	-3.9094681939269	-3.90599842635285
7	-3.85290524783179	-3.83518194782989
8	-3.58072720758612	-3.58066180756685
9	-3.41096110806812	-3.4091021555311
10	-3.30732132124047	-3.27557932159733
11	-3.16456046761006	-3.1623941753361
12	-3.00917251649269	-2.99767964443684
13	-2.90562617213555	-2.89517873838672
14	-2.82527361933942	-2.82491999412533
15	-2.74045125800502	-2.73605474827167
16	-2.63980813686372	-2.63333943266558
17	-2.53329960775688	-2.5332044790703
18	-2.47382526100363	-2.47255496099381
19	-2.40806116814045	-2.40721138661878
20	-2.34293548257191	-2.33833423705478
21	-2.28238545450148	-2.27663286693489
22	-2.23630427263207	-2.23258124806722
23	-2.17222057547028	-2.17184985633183
24	-2.13786347891583	-2.136502631058
25	-2.07159847422854	-2.07153536148805
26	-2.02841740863265	-2.02455512697544
27	-1.97320845846813	-1.95334404395428
28	-1.87713757085129	-1.87315457223069
29	-1.83321356772509	-1.82782746377635
30	-1.75523012877196	-1.74363873899901
31	-1.65126882443009	-1.6499805831734
32	-1.59033654617671	-1.58217605801242
33	-1.54982719230315	-1.5459383100117
34	-1.52071070536215	-1.52019588737661
35	-1.4410333293387	-1.43304339658804
36	-1.37361742728887	-1.37307051970372
37	-1.35549206202119	-1.34983253993139
38	-1.30963549938653	-1.30030566388153
39	-1.20765249545311	-1.20101033696074
40	-1.12038094708334	-1.11892139350169
41	-1.05217960405577	-1.05197814717324
42	-1.00153957252351	-1
43	-0.944635527164872	-0.9319954294344
44	-0.86484935155726	-0.862411024825585
45	-0.806629219892325	-0.804653126133775
46	-0.7670199402087	-0.763865897565065
47	-0.687861034272336	-0.666183020824951
48	-0.586532791458749	-0.579309372642385
49	-0.496122838512392	-0.493760008281961
50	-0.424149613242605	-0.42218198725829
51	-0.322716314949615	-0.317288013238477
52	-0.198511063832164	-0.192260290047685
53	-0.0841633420438903	-0.0689352097411806
54	0.00574610962408428	0.0071155511047003
55	0.0382980838249756	0.0561301981467244
56	0.102502279961801	0.10371583412635
57	0.172146830426879	0.182352925723075
58	0.24337041870097	0.272536068709615
59	0.326069130448985	0.328669386256831
60	0.377630484503456	0.381621350756655
61	0.43845458714423	0.444638279874225
62	0.46844446071117	0.470101367722901
63	0.510283784258395	0.51742358055278
64	0.563799551604364	0.567887584076049
65	0.629075555887951	0.635487336862701
66	0.660962872264245	0.666183020824949
67	0.718620813493692	0.724728114902655
68	0.744701813155194	0.748675690827763
69	0.815247248226305	0.815466159913886
70	0.852299221075665	0.862411024825585
71	0.887199037426914	0.887479185787349
72	0.919866651801931	0.924541707413674
73	0.979564082274205	0.983642110533383
74	1.01548266998064	1.03239121028184
75	1.05520511909027	1.0657110462901
76	1.10143319500496	1.10838203206835
77	1.1666645701461	1.16882502184465
78	1.2558172090955	1.25963134500101
79	1.37144566554254	1.37206269222666
80	1.40307457845253	1.42642818524025
81	1.47901811669521	1.51228268612558
82	1.54541455968383	1.55011964556894
83	1.62008894387855	1.62268724166305
84	1.6872362231943	1.69615145260963
85	1.72716672296891	1.73027341560136
86	1.77388895732478	1.7771727661128
87	1.83165105388801	1.83440271041177
88	1.88408933364378	1.88568289016264
89	1.93914482632351	1.94938941935025
90	2.01438356033957	2.04742543179696
91	2.13932433803498	2.14201801605831
92	2.23443446909405	2.2424284094753
93	2.30858234248445	2.3087676667842
94	2.43052994669085	2.43372486496891
95	2.57916458416513	2.61114787711466
96	2.75084569830553	2.78344734108936
97	2.95303484332529	2.96553454704064
98	3.07830568944114	3.08218815286756
99	3.54525835154606	3.57392990795241
100	3.79682629218816	3.7991925120951
101	4.73847157525505	12.0255107838507
102	-16.3942310876704	-8.56671692086542
103	-5.63958369078911	-5.59588408728537
104	-4.38261894390746	-4.35488700347813
105	-4.07057023870628	-3.99926948922388
106	-3.88971314004216	-3.88050109288353
107	-3.66089807612487	-3.64604717495825
108	-3.56051773918606	-3.54989577049477
109	-3.45626620101173	-3.44931791384741
110	-3.40548796575504	-3.39925678533846
111	-3.16456046761006	-3.15562617213555
112	-3.05700681033179	-2.99409645529265
113	-2.90721138661878	-2.90263942463021
114	-2.85845291968814	-2.85486627920382
115	-2.78974464256029	-2.78073864103798
116	-2.72418668508376	-2.70687462244516
117	-2.62443257728103	-2.61918602191023
118	-2.56135667567393	-2.54849443971688
119	-2.48046187544238	-2.47382526100363
120	-2.36763916766164	-2.36637436167151
121	-2.31584523891058	-2.31263357790238
122	-2.26062013720467	-2.2476242965721
123	-2.19208626899337	-2.18819325077973
124	-2.16860368702198	-2.16024109350335
125	-2.09979922430734	-2.09560901483313
126	-2.03471399142242	-2.03401419982789
127	-1.99573607287536	-1.98444162628483
128	-1.91427252109917	-1.90595042661017
