group	x	y	PANEL
1	-16.3942310876704	56	1
1	-5.28868396123221	55	1
1	-4.93564733863386	54	1
1	-4.78617161335677	52	1
1	-4.36114070626821	50	1
1	-4.01503032842778	48	1
1	-3.8383222058415	47	1
1	-3.59188400483675	45	1
1	-3.37954846097902	44	1
1	-3.18720375575256	43	1
1	-3.04531793436449	40	1
1	-3.01112532072954	38	1
1	-2.7695853953211	36	1
1	-2.47218486168921	35	1
1	-2.37321200592324	32	1
1	-2.24513870460155	29	1
1	-2.12449233732969	26	1
1	-2.06093221259067	23	1
1	-2.00764393514155	22	1
1	-1.92759983028965	20	1
1	-1.83433862999317	19	1
1	-1.70492414479065	20	1
1	-1.57556305719688	18	1
1	-1.53883358612392	17	1
1	-1.42005213059681	16	1
1	-1.29394411578402	15	1
1	-1.23656198127576	14	1
1	-1.1600597757219	11	1
1	-1.07153675322249	10	1
1	-0.971418564666696	9	1
1	-0.92301465879065	8	1
1	-0.9142505633821	6	1
1	-0.89067281992585	4	1
1	-0.858160247412445	3	1
1	-0.787088603192915	2	1
1	-0.713007056383295	1	1
1	8.88178419700125e-16	0	1
1	0.713007056383296	3	1
1	0.787088603192915	6	1
1	0.858160247412445	6	1
1	0.89067281992585	6	1
1	0.9142505633821	9	1
1	1.02313284734645	9	1
1	1.20005279846014	9	1
1	1.43939248989975	12	1
1	1.65607817025932	12	1
1	1.71983861177745	9	1
1	1.81056093950213	6	1
1	2.08654046527224	3	1
1	2.30717073023369	3	1
1	2.3566224176145	0	1
1	2.6889347277222	0	1
1	3.2720291429871	0	1
1	3.80336034643477	0	1
1	4.06079033776593	0	1
1	4.17920836096957	0	1
1	4.34048161191976	0	1
1	4.45386236203059	0	1
1	12.0255107838507	0	1
2	-16.3942310876704	0	1
2	-5.28868396123221	0	1
2	-4.93564733863386	0	1
2	-4.78617161335677	0	1
2	-4.36114070626821	0	1
2	-4.01503032842778	0	1
2	-3.8383222058415	0	1
2	-3.59188400483675	0	1
2	-3.37954846097902	0	1
2	-3.18720375575256	0	1
2	-3.04531793436449	0	1
2	-3.01112532072954	0	1
2	-2.7695853953211	0	1
2	-2.47218486168921	0	1
2	-2.37321200592324	0	1
2	-2.24513870460155	0	1
2	-2.12449233732969	0	1
2	-2.06093221259067	0	1
2	-2.00764393514155	0	1
2	-1.92759983028965	0	1
2	-1.83433862999317	0	1
2	-1.70492414479065	2	1
2	-1.57556305719688	2	1
2	-1.53883358612392	2	1
2	-1.42005213059681	2	1
2	-1.29394411578402	2	1
2	-1.23656198127576	2	1
2	-1.1600597757219	2	1
2	-1.07153675322249	2	1
2	-0.971418564666696	2	1
2	-0.92301465879065	2	1
2	-0.9142505633821	2	1
2	-0.89067281992585	2	1
2	-0.858160247412445	2	1
2	-0.787088603192915	2	1
2	-0.713007056383295	2	1
2	8.88178419700125e-16	2	1
2	0.713007056383296	4	1
2	0.787088603192915	6	1
