group	x	y
1	1	1
2	0.978070175438597	1
3	0.955043859649123	1
4	0.933114035087719	1
5	0.914473684210526	1
6	0.890350877192983	1
7	0.869517543859649	1
8	0.848684210526316	0.9979035639413
9	0.825657894736842	0.9958071278826
10	0.802631578947369	0.9958071278826
11	0.785087719298246	0.9958071278826
12	0.767543859649123	0.9958071278826
13	0.743421052631579	0.9958071278826
14	0.720394736842105	0.9958071278826
15	0.698464912280702	0.9958071278826
16	0.677631578947369	0.993710691823899
17	0.661184210526316	0.989517819706499
18	0.644736842105263	0.985324947589099
19	0.628289473684211	0.983228511530398
20	0.604166666666667	0.981132075471698
21	0.583333333333333	0.981132075471698
22	0.5625	0.979035639412998
23	0.542763157894737	0.976939203354298
24	0.520833333333333	0.974842767295597
25	0.50219298245614	0.972746331236897
26	0.483552631578947	0.970649895178197
27	0.461622807017544	0.968553459119497
28	0.441885964912281	0.968553459119497
29	0.425438596491228	0.964360587002096
30	0.405701754385965	0.962264150943396
31	0.389254385964912	0.955974842767296
32	0.369517543859649	0.955974842767296
33	0.345394736842105	0.955974842767296
34	0.326754385964912	0.955974842767296
35	0.304824561403509	0.951781970649895
36	0.283991228070175	0.953878406708595
37	0.264254385964912	0.953878406708595
38	0.24780701754386	0.951781970649895
39	0.222587719298246	0.951781970649895
40	0.202850877192982	0.949685534591195
41	0.18530701754386	0.945492662473795
42	0.166666666666667	0.943396226415094
43	0.145833333333333	0.941299790356394
44	0.128289473684211	0.937106918238994
45	0.110745614035088	0.932914046121593
46	0.0964912280701754	0.928721174004193
47	0.0789473684210526	0.928721174004193
48	0.0603070175438597	0.928721174004193
49	0.0581140350877193	0.911949685534591
50	0.0635964912280702	0.89517819706499
51	0.0679824561403509	0.876310272536688
52	0.0712719298245614	0.857442348008386
53	0.0712719298245614	0.834381551362684
54	0.0712719298245614	0.811320754716981
55	0.0690789473684211	0.79664570230608
56	0.0712719298245614	0.775681341719078
57	0.0679824561403509	0.756813417190776
58	0.0701754385964912	0.735849056603774
59	0.0701754385964912	0.714884696016772
60	0.0701754385964912	0.693920335429769
61	0.0701754385964912	0.668763102725367
62	0.0690789473684211	0.654088050314465
63	0.0668859649122807	0.631027253668763
64	0.0668859649122807	0.612159329140461
65	0.0668859649122807	0.587002096436059
66	0.0657894736842105	0.568134171907757
67	0.0723684210526316	0.545073375262055
68	0.0723684210526316	0.528301886792453
69	0.0745614035087719	0.507337526205451
70	0.0756578947368421	0.486373165618449
71	0.0778508771929825	0.465408805031447
72	0.0789473684210526	0.444444444444444
73	0.0855263157894737	0.429769392033543
74	0.0866228070175439	0.406708595387841
75	0.0888157894736842	0.387840670859539
76	0.0888157894736842	0.364779874213836
77	0.087719298245614	0.343815513626834
78	0.099780701754386	0.324947589098533
79	0.0986842105263158	0.308176100628931
80	0.0942982456140351	0.293501048218029
81	0.0964912280701754	0.276729559748428
82	0.0964912280701754	0.259958071278826
83	0.104166666666667	0.241090146750524
84	0.105263157894737	0.220125786163522
85	0.100877192982456	0.20335429769392
86	0.112938596491228	0.190775681341719
87	0.109649122807018	0.167714884696017
88	0.106359649122807	0.150943396226415
89	0.0921052631578947	0.146750524109015
90	0.0756578947368421	0.140461215932914
91	0.0756578947368421	0.113207547169811
92	0.0844298245614035	0.10272536687631
93	0.0701754385964912	0.0964360587002096
94	0.0570175438596491	0.0838574423480084
95	0.0526315789473684	0.0670859538784067
96	0.0460526315789474	0.050314465408805
97	0.0405701754385965	0.0356394129979036
98	0.0383771929824561	0.0251572327044025
99	0.0175438596491228	0.0209643605870021
100	0.00548245614035088	0.0167714884696017
101	0	0
102	1	1
103	0.979166666666667	1
104	0.956140350877193	1
105	0.93421052631579	1
106	0.913377192982456	1
107	0.895833333333333	1
108	0.870614035087719	1
109	0.848684210526316	1
110	0.826754385964912	0.9979035639413
111	0.805921052631579	0.9979035639413
112	0.785087719298246	0.9979035639413
113	0.757675438596491	0.9979035639413
114	0.737938596491228	0.9979035639413
115	0.722587719298246	0.9979035639413
116	0.696271929824562	0.9979035639413
117	0.674342105263158	0.9979035639413
118	0.654605263157895	0.9979035639413
119	0.631578947368421	0.9958071278826
120	0.610745614035088	0.9979035639413
121	0.586622807017544	0.9979035639413
122	0.573464912280702	0.9979035639413
123	0.547149122807018	0.9979035639413
124	0.528508771929825	0.9979035639413
125	0.504385964912281	0.9979035639413
126	0.483552631578947	0.9979035639413
127	0.458333333333333	0.9979035639413
128	0.43969298245614	0.9958071278826
129	0.416666666666667	0.9958071278826
130	0.401315789473684	0.991614255765199
131	0.381578947368421	0.989517819706499
132	0.360745614035088	0.987421383647799
133	0.344298245614035	0.987421383647799
134	0.326754385964912	0.985324947589099
135	0.31030701754386	0.981132075471698
136	0.286184210526316	0.981132075471698
137	0.267543859649123	0.981132075471698
138	0.245614035087719	0.979035639412998
139	0.228070175438597	0.976939203354298
140	0.208333333333333	0.979035639412998
141	0.196271929824561	0.972746331236897
142	0.179824561403509	0.972746331236897
143	0.169956140350877	0.960167714884696
144	0.157894736842105	0.951781970649895
145	0.144736842105263	0.941299790356394
146	0.130482456140351	0.939203354297694
147	0.116228070175439	0.930817610062893
148	0.115131578947368	0.914046121593291
149	0.108552631578947	0.90146750524109
150	0.0975877192982456	0.890985324947589
151	0.0932017543859649	0.874213836477987
152	0.0899122807017544	0.855345911949686
153	0.087719298245614	0.838574423480084
154	0.087719298245614	0.815513626834382
155	0.087719298245614	0.79454926624738
156	0.087719298245614	0.773584905660377
157	0.0855263157894737	0.752620545073375
158	0.0767543859649123	0.740041928721174
