group	xmin	xmax
1	-16.3942310876704	-8.79907740280074
2	-6.50933599391891	-5.95031482615058
3	-5.5796926013082	-5.349134468986
4	-5.03529733441058	-5.03152835609077
5	-4.8406970206842	-4.81617202364899
6	-4.69711701697694	-4.64049652949295
7	-4.5302132149464	-4.51823378824581
8	-4.36152947097467	-4.36019666343932
9	-4.28403697292185	-4.25306000190497
10	-4.08121788950241	-4.03260726133144
11	-3.8346886088331	-3.80982556787316
12	-3.77230207937468	-3.76164143704231
13	-3.66752107591764	-3.66128719304392
14	-3.52020383099636	-3.51989111568399
15	-3.37768113438229	-3.36288677363425
16	-3.33361944039749	-3.30829951678921
17	-3.19701354722461	-3.19634646412507
18	-3.02159671548009	-2.98048096571541
19	-2.93286578600406	-2.928852075656
20	-2.83698377995048	-2.82046494884949
21	-2.78270692162499	-2.76635709809069
22	-2.73123895738845	-2.73078677131912
23	-2.72810052664816	-2.7250542919563
24	-2.71749002914918	-2.6956480830382
25	-2.63501249638234	-2.60405736755167
26	-2.54099477528042	-2.53959177362021
27	-2.49268727365687	-2.49079147007492
28	-2.44390553863364	-2.39564443589839
29	-2.31427760366425	-2.2916950712327
30	-2.19522247321493	-2.19394220871682
31	-2.1203281076905	-2.11467192553205
32	-1.95709083880801	-1.95458136813266
33	-1.90780614831377	-1.89779679775381
34	-1.87872045431711	-1.87819325408563
35	-1.8583157708988	-1.85482362363189
36	-1.82533400438684	-1.82226938676023
37	-1.79497983349208	-1.78384876211752
38	-1.70700893713849	-1.68741711210408
39	-1.67060158847842	-1.66489727535282
40	-1.56474938661131	-1.56336810491427
41	-1.49091459784818	-1.479567720732
42	-1.41065444617542	-1.40725555748712
43	-1.32994473621343	-1.29385687841117
44	-1.28022141100157	-1.2422822077291
45	-1.08923246330812	-1.08418726648814
46	-0.95194458352536	-0.94752038160612
47	-0.86815914465493	-0.863513336138215
48	-0.825696539182329	-0.821586097251331
49	-0.740140866013794	-0.717911322639027
50	-0.635340922675436	-0.61166628995605
51	-0.55040658306347	-0.546779645721594
52	-0.453111878232976	-0.4381155310036
