group	x	y	PANEL
1	-16.3942310876704	133	1
1	-7.640937743917	132	1
1	-7.18031986182407	131	1
1	-6.60817774501108	130	1
1	-6.0435429889643	129	1
1	-5.93704764283258	128	1
1	-5.61581772533288	127	1
1	-5.2904706184553	126	1
1	-5.2249895214621	124	1
1	-5.16857731342513	123	1
1	-5.134844505276	121	1
1	-5.00848011018667	120	1
1	-4.88508598883183	119	1
1	-4.86451674460993	118	1
1	-4.84587857075	117	1
1	-4.80056523817018	115	1
1	-4.76073895221885	114	1
1	-4.73798594136228	113	1
1	-4.71499426453793	112	1
1	-4.66482922833407	110	1
1	-4.6119772263111	112	1
1	-4.58660089798805	111	1
1	-4.54619466640625	110	1
1	-4.4678700382552	109	1
1	-4.39680601069635	108	1
1	-4.29946216656218	105	1
1	-4.18447746206048	104	1
1	-4.13318516170963	103	1
1	-4.01471998724185	100	1
1	-3.87054507696745	99	1
1	-3.77284253705285	98	1
1	-3.6265129884995	97	1
1	-3.50637361670475	96	1
1	-3.46648214094715	94	1
1	-3.43196186985298	93	1
1	-3.34704423528912	96	1
1	-3.26392423261817	95	1
1	-3.23940259180773	94	1
1	-3.21338801770118	92	1
1	-3.18858209827682	91	1
1	-3.1383285702892	88	1
1	-3.0177528917809	87	1
1	-2.92014989337152	86	1
1	-2.85530521388125	85	1
1	-2.78501545686615	84	1
1	-2.7547998884381	83	1
1	-2.7382842143803	84	1
1	-2.71541187681043	83	1
1	-2.69537790860985	82	1
1	-2.6336836144896	81	1
1	-2.55024836172782	81	1
1	-2.47154597659915	80	1
1	-2.40327167053843	79	1
1	-2.34868420954208	78	1
1	-2.28634639158225	76	1
1	-2.24835707664147	76	1
1	-2.23861537702485	75	1
1	-2.22679638742503	74	1
1	-2.18053102929612	73	1
1	-2.1253059132477	72	1
1	-2.09077172425375	71	1
1	-2.07100114174393	70	1
1	-2.02840830136242	69	1
1	-1.96566959072152	68	1
1	-1.93838751460653	69	1
1	-1.90982696837683	68	1
1	-1.87213848270235	67	1
1	-1.84549027060863	66	1
1	-1.81817515985512	64	1
1	-1.8045432067219	63	1
1	-1.801282826876	62	1
1	-1.78956948788478	63	1
1	-1.78003187471965	62	1
1	-1.76562485296363	61	1
1	-1.74477861613875	61	1
1	-1.72924894067755	60	1
1	-1.7078937888912	59	1
1	-1.69373316667385	59	1
1	-1.6751822272012	57	1
1	-1.63307379695167	55	1
1	-1.60059580277465	54	1
1	-1.57775470596032	53	1
1	-1.51081119870627	52	1
1	-1.44674672448365	51	1
1	-1.4260824760745	49	1
1	-1.40241629152988	48	1
1	-1.32419503763735	47	1
1	-1.25713211957045	46	1
1	-1.24817391856635	45	1
1	-1.18336684565685	44	1
1	-1.0614850710483	45	1
1	-0.984147183256326	11	1
1	-0.909068577318552	10	1
1	-0.72263397859965	9	1
1	-0.581178606610024	10	1
1	-0.505982282537125	9	1
1	-0.431823429525326	10	1
1	-0.34043084962345	9	1
1	-0.254220568483325	8	1
1	-0.242760837701499	6	1
1	-0.218242514473975	5	1
1	-0.129482450723627	4	1
1	-1.77635683940025e-15	2	1
1	0.129482450723623	2	1
1	0.218242514473975	2	1
1	0.242760837701501	2	1
1	0.254220568483325	2	1
1	0.34043084962345	3	1
1	0.4927731911334	3	1
1	0.708387416134825	3	1
1	0.902700308801225	3	1
1	0.961926097995326	2	1
1	0.996389957086049	2	1
1	1.13412454843827	1	1
1	1.2883977174213	1	1
1	1.37557717231793	1	1
1	1.4260824760745	1	1
1	1.44674672448365	1	1
1	1.4977237838745	1	1
1	1.54908402675212	2	1
1	1.57775470596033	2	1
1	1.60059580277465	2	1
1	1.64996206546208	2	1
1	1.7150883184602	3	1
1	1.75895237803367	3	1
1	1.83352797840558	3	1
1	1.91132956784458	2	1
1	2.039810899227	2	1
1	2.18053102929612	2	1
1	2.23420478001395	2	1
1	2.30454967566938	2	1
1	2.35760140664508	1	1
1	2.46613307285705	0	1
1	2.62946202569137	0	1
1	2.81331049409805	0	1
1	3.02787773891785	0	1
1	12.0255107838507	0	1
2	-16.3942310876704	0	1
2	-7.640937743917	0	1
2	-7.18031986182407	0	1
2	-6.60817774501108	0	1
2	-6.0435429889643	0	1
2	-5.93704764283258	0	1
2	-5.61581772533288	0	1
2	-5.2904706184553	0	1
2	-5.2249895214621	0	1
2	-5.16857731342513	0	1
2	-5.134844505276	0	1
2	-5.00848011018667	0	1
2	-4.88508598883183	0	1
2	-4.86451674460993	0	1
2	-4.84587857075	0	1
2	-4.80056523817018	0	1
2	-4.76073895221885	0	1
2	-4.73798594136228	0	1
2	-4.71499426453793	0	1
2	-4.66482922833407	0	1
2	-4.6119772263111	0	1
2	-4.58660089798805	0	1
2	-4.54619466640625	0	1
2	-4.4678700382552	0	1
2	-4.39680601069635	0	1
2	-4.29946216656218	0	1
2	-4.18447746206048	0	1
2	-4.13318516170963	0	1
2	-4.01471998724185	0	1
2	-3.87054507696745	0	1
2	-3.77284253705285	0	1
2	-3.6265129884995	0	1
2	-3.50637361670475	0	1
2	-3.46648214094715	0	1
2	-3.43196186985298	0	1
2	-3.34704423528912	0	1
2	-3.26392423261817	0	1
2	-3.23940259180773	0	1
2	-3.21338801770118	0	1
2	-3.18858209827682	0	1
2	-3.1383285702892	0	1
2	-3.0177528917809	0	1
2	-2.92014989337152	0	1
2	-2.85530521388125	0	1
2	-2.78501545686615	0	1
2	-2.7547998884381	0	1
2	-2.7382842143803	0	1
2	-2.71541187681043	0	1
2	-2.69537790860985	0	1
2	-2.6336836144896	0	1
2	-2.55024836172782	1	1
2	-2.47154597659915	1	1
2	-2.40327167053843	1	1
2	-2.34868420954208	1	1
2	-2.28634639158225	1	1
2	-2.24835707664147	3	1
2	-2.23861537702485	3	1
2	-2.22679638742503	3	1
2	-2.18053102929612	3	1
2	-2.1253059132477	3	1
